model_type,prompt_idx,seed,positive,negative,clip_pos_original,clip_neg_original,neg_elim_original,clip_pos_off_original,clip_neg_off_original,dneg_original,dpos_original,lsr_original,pres_original,kid_original,clip_pos_dd,clip_neg_dd,neg_elim_dd,clip_pos_off_dd,clip_neg_off_dd,dneg_dd,dpos_dd,lsr_dd,pres_dd,kid_dd,clip_pos_nag,clip_neg_nag,neg_elim_nag,clip_pos_off_nag,clip_neg_off_nag,dneg_nag,dpos_nag,lsr_nag,pres_nag,kid_nag,clip_pos_nag_timed,clip_neg_nag_timed,neg_elim_nag_timed,clip_pos_off_nag_timed,clip_neg_off_nag_timed,dneg_nag_timed,dpos_nag_timed,lsr_nag_timed,pres_nag_timed,kid_nag_timed
base,3,2025,A photo of a person,young,0.2852297127246856,0.2131261378526687,0.07280856166643634,0.2736413776874542,0.2023714780807495,0.010754659771919195,0.01158833503723139,0.010302620507354032,0.8001640005159889,0.0072145509719848,,,,,,,,,,,0.2656105756759643,0.193178504705429,,0.2775184512138366,0.2082921862602234,-0.015113681554794395,-0.011907875537872314,-0.03147077827686834,0.7208114384262152,0.0098977327346801,0.2814766764640808,0.2159032225608825,0.0,0.2775184512138366,0.2082921862602234,0.007611036300659124,0.003958225250244196,0.021726141570413304,0.760040761825459,0.0081500267982482
base,3,42,A photo of a person,young,0.2595088183879852,0.193046748638153,0.07319255655142043,0.2581060528755188,0.2185315489768982,-0.0254848003387452,0.0014027655124663752,-0.1294175136300213,0.8773203877280157,0.0072145509719848,,,,,,,,,,,0.2576016187667846,0.193896859884262,,0.2645030915737152,0.2163665294647216,-0.022469669580459595,-0.0069014728069305975,-0.08320840198780027,0.8353496910197623,0.0098977327346801,0.2527120113372803,0.1924776434898376,0.11040934119516421,0.2645030915737152,0.2163665294647216,-0.023888885974884005,-0.011791080236434937,-0.0713910644335321,0.847931717279365,0.0081500267982482
base,4,1337,A photo of a person,bright lighting,0.2507880926132202,0.1672811806201934,0.22686202420477208,0.2668910622596741,0.1697438061237335,-0.0024626255035400946,-0.016102969646453857,0.047617920053359464,0.5372101901431314,0.0072145509719848,,,,,,,,,,,0.266706645488739,0.1723174303770065,,0.2717884182929992,0.1738680303096771,-0.0015505999326705933,-0.005081772804260198,0.00991625939530033,0.7428088217177855,0.0098977327346801,0.2670228481292724,0.1545437574386596,0.11114333576218083,0.2717884182929992,0.1738680303096771,-0.019324272871017484,-0.004765570163726807,-0.10012897412933447,0.6077285433763356,0.0081500267982482
base,4,2025,A photo of a person,bright lighting,0.2729763984680176,0.1634466648101806,0.05993836521259799,0.2736413776874542,0.1792559623718261,-0.01580929756164548,-0.0006649792194366455,-0.08989441351714028,0.7757623968096315,0.0072145509719848,,,,,,,,,,,0.2730034589767456,0.1635528206825256,,0.2775184512138366,0.1869462728500366,-0.023393452167510986,-0.004514992237091009,-0.11728160217576461,0.7324889077652682,0.0098977327346801,0.2807695567607879,0.1616264581680297,0.13543899162043083,0.2775184512138366,0.1869462728500366,-0.02531981468200689,0.003251105546951294,-0.15717935428659308,0.7581747511975087,0.0081500267982482
base,4,42,A photo of a person,bright lighting,0.279735654592514,0.1631879657506942,0.12708628386724075,0.2581060528755188,0.1854124069213867,-0.0222244411706925,0.021629601716995184,-0.20815334439108707,0.7614338106514735,0.0072145509719848,,,,,,,,,,,0.2625185251235962,0.1634126007556915,,0.2645030915737152,0.1761381924152374,-0.012725591659545898,-0.0019845664501190186,-0.06745887396543221,0.7477596941534538,0.0098977327346801,0.2723791003227234,0.1605351120233535,0.0885843108637131,0.2645030915737152,0.1761381924152374,-0.015603080391883906,0.007876008749008179,-0.12209743236506504,0.7303588769572334,0.0081500267982482
base,5,1337,A photo of a person,dark lighting,0.2757071256637573,0.1750592291355133,0.006125663406267301,0.2668910622596741,0.1910508871078491,-0.015991657972335788,0.008816063404083252,-0.11991344518063701,0.6647524100791479,0.0072145509719848,,,,,,,,,,,0.276434063911438,0.185791939496994,,0.2717884182929992,0.1996560096740722,-0.01386407017707822,0.004645645618438776,-0.0889164917548253,0.8025921494762084,0.0098977327346801,0.2640702426433563,0.1814687252044677,0.09109309807049781,0.2717884182929992,0.1996560096740722,-0.01818728446960452,-0.007718175649642889,-0.06670346243535885,0.6964763576372992,0.0081500267982482
base,5,2025,A photo of a person,dark lighting,0.2631267011165619,0.1621331572532653,0.18793750552292898,0.2736413776874542,0.1922745108604431,-0.03014135360717779,-0.010514676570892334,-0.13132257909888212,0.7811017614357884,0.0072145509719848,,,,,,,,,,,0.2710524797439575,0.1593735516071319,,0.2775184512138366,0.1972804218530655,-0.03790687024593359,-0.006465971469879095,-0.1897992626558182,0.7198620430139518,0.0098977327346801,0.2680621147155761,0.16265869140625,0.1754950142624987,0.2775184512138366,0.1972804218530655,-0.03462173044681549,-0.009456336498260498,-0.1583024413683587,0.7414695756128954,0.0081500267982482
base,5,42,A photo of a person,dark lighting,0.2838408350944519,0.1767843812704086,0.10389292759076896,0.2581060528755188,0.2144051343202591,-0.03762075304985049,0.025734782218933105,-0.2879783105492801,0.8223841764770016,0.0072145509719848,,,,,,,,,,,0.2726115584373474,0.1728479713201522,,0.2645030915737152,0.2056010961532592,-0.032753124833106995,0.008108466863632202,-0.20371938080075613,0.7525824942395168,0.0098977327346801,0.2702648937702179,0.1669217050075531,0.18812833136295004,0.2645030915737152,0.2056010961532592,-0.038679391145706093,0.0057618021965026855,-0.22996141370603185,0.7615225216091596,0.0081500267982482
base,6,1337,A photo of a pet,dog,0.2789594829082489,0.2334014773368835,0.0,0.2547121047973633,0.2063924372196197,0.027009040117263794,0.02424737811088562,0.032047796323905364,0.6651763593602378,0.0072145509719848,,,,,,,,,,,0.2746224999427795,0.2273832708597183,,0.2551142573356628,0.2067595571279525,0.020623713731765803,0.0195082426071167,0.021394378659730262,0.5848115011492442,0.0098977327346801,0.274774432182312,0.2324589490890503,0.0,0.2551142573356628,0.2067595571279525,0.0256993919610978,0.019660174846649225,0.042917832099189646,0.6416256043388591,0.0081500267982482
base,6,2025,A photo of a pet,dog,0.2616240978240967,0.2517672777175903,0.0,0.2690235376358032,0.2523619532585144,-0.0005946755409241278,-0.007399439811706543,0.025530828362028912,0.7183098936438101,0.0072145509719848,,,,,,,,,,,0.2670697271823883,0.2231443524360656,,0.2650166749954223,0.2533665001392364,-0.030222147703170804,0.002053052186965998,-0.13473463799296947,0.7110043820439279,0.0098977327346801,0.2611849009990692,0.2182735502719879,0.13850666859258565,0.2650166749954223,0.2533665001392364,-0.03509294986724851,-0.003831773996353094,-0.134523225456753,0.7040351107348047,0.0081500267982482
base,6,42,A photo of a pet,dog,0.2713496387004852,0.2225892692804336,0.12147316571799871,0.2890492975711822,0.2679008245468139,-0.04531155526638031,-0.01769965887069702,-0.12209900440467564,0.7826062064074047,0.0072145509719848,,,,,,,,,,,0.2775974869728088,0.2288769781589508,,0.2875819504261017,0.2645844519138336,-0.03570747375488281,-0.009984463453292902,-0.10963969005432589,0.7680620912207166,0.0098977327346801,0.2794873714447021,0.2285743355751037,0.13610065171349228,0.2875819504261017,0.2645844519138336,-0.036010116338729914,-0.008094578981399592,-0.11774776160940018,0.7714432844360338,0.0081500267982482
base,7,1337,A photo of a pet,cat,0.264202356338501,0.1975522488355636,0.2533489877935087,0.2547121047973633,0.2578743100166321,-0.060322061181068476,0.009490251541137695,-0.3030492744601781,0.6563532814073209,0.0072145509719848,,,,,,,,,,,0.2614831924438476,0.1955393999814987,,0.2551142573356628,0.2587051391601562,-0.0631657391786575,0.0063689351081848145,-0.30458421165959754,0.6400094885828538,0.0098977327346801,0.260687917470932,0.1981551647186279,0.2340501415553392,0.2551142573356628,0.2587051391601562,-0.06054997444152829,0.0055736601352692206,-0.28824976597535595,0.6373768038754108,0.0081500267982482
base,7,2025,A photo of a pet,cat,0.2668658792972564,0.1811046451330185,0.2999572960902709,0.2690235376358032,0.1836057156324386,-0.0025010704994201105,-0.0021576583385468084,-0.005662880512645296,0.8242452028404728,0.0072145509719848,,,,,,,,,,,0.2620071172714233,0.1713642477989196,,0.2650166749954223,0.1815651059150695,-0.010200858116149902,-0.0030095577239990234,-0.046401540045248046,0.804720996681928,0.0098977327346801,0.2638578414916992,0.1785091608762741,0.016831125250602152,0.2650166749954223,0.1815651059150695,-0.003055945038795388,-0.001158833503723089,-0.012592031005141613,0.8045371640777669,0.0081500267982482
base,7,42,A photo of a pet,cat,0.2717965841293335,0.1928552687168121,0.0,0.2890492975711822,0.205071210861206,-0.012215942144393893,-0.0172527134418487,0.00012612431376429756,0.7060993461420952,0.0072145509719848,,,,,,,,,,,0.2703131437301636,0.1958220899105072,,0.2875819504261017,0.1993867754936218,-0.0035646855831145963,-0.01726880669593811,0.04388666382964057,0.7012434393811346,0.0098977327346801,0.2711396217346191,0.1969411373138427,0.012265799342631611,0.2875819504261017,0.1993867754936218,-0.0024456381797791082,-0.0164423286914826,0.0465321733339048,0.715352513366907,0.0081500267982482
base,8,1337,A photo from the 1960s,colour,0.2631956040859222,0.1706022173166275,0.14436543299189408,0.2488162964582443,0.1677943170070648,0.002807900309562711,0.01437930762767789,-0.039586810734048405,0.7044190406894358,0.0072145509719848,,,,,,,,,,,0.2844159603118896,0.1809992790222168,,0.2631347179412842,0.1753143072128296,0.005684971809387207,0.021281242370605413,-0.045858930077047444,0.6933088959830482,0.0098977327346801,0.273996353149414,0.1789411306381225,0.0,0.2631347179412842,0.1753143072128296,0.0036268234252929132,0.010861635208129827,-0.019972156592179602,0.7403212294448707,0.0081500267982482
base,8,2025,A photo from the 1960s,colour,0.2850961089134216,0.1928015649318695,0.0,0.272051453590393,0.189029261469841,0.0037723034620285034,0.013044655323028564,-0.027075393638972156,0.7775997451705592,0.0072145509719848,,,,,,,,,,,0.2667429447174072,0.1780939400196075,,0.2820265889167785,0.1972841918468475,-0.019190251827240018,-0.015283644199371282,-0.04661786773743665,0.7019319582321653,0.0098977327346801,0.2862007319927215,0.1923748254776001,0.024884742782931957,0.2820265889167785,0.1972841918468475,-0.004909366369247409,0.004174143075942993,-0.0398914926853744,0.7481587650249392,0.0081500267982482
base,8,42,A photo from the 1960s,colour,0.2655952572822571,0.1735333949327469,0.12038874829128965,0.2726594507694244,0.1749865263700485,-0.001453131437301608,-0.007064193487167303,0.01791105296965284,0.7560388640012432,0.0072145509719848,,,,,,,,,,,0.2723279297351837,0.1688780784606933,,0.2739377021789551,0.1786645352840423,-0.009786456823348999,-0.0016097724437713623,-0.05043886275521625,0.7410929177869825,0.0098977327346801,0.2728994786739349,0.175604447722435,0.01712756007644356,0.2739377021789551,0.1786645352840423,-0.0030600875616073053,-0.0010382235050201971,-0.013478650875897336,0.7470004237333223,0.0081500267982482
base,9,1337,A photo from the 1960s,black and white,0.2834222912788391,0.1537370681762695,0.1395210698538628,0.2488162964582443,0.1894542127847671,-0.03571714460849759,0.034605994820594815,-0.33912498520757967,0.7247206103784977,0.0072145509719848,,,,,,,,,,,0.2885696291923523,0.1424431949853897,,0.2631347179412842,0.2004691064357757,-0.05802591145038599,0.025434911251068115,-0.43398476601216796,0.6327601646417359,0.0098977327346801,0.2903242111206054,0.1516969799995422,0.24328998768625043,0.2631347179412842,0.2004691064357757,-0.04877212643623349,0.027189493179321234,-0.3771053454824863,0.6927168495949068,0.0081500267982482
base,9,2025,A photo from the 1960s,black and white,0.294376015663147,0.173112466931343,0.13646311888558726,0.272051453590393,0.2025799751281738,-0.029467508196830805,0.022324562072753962,-0.2360588462979606,0.7072978204807316,0.0072145509719848,,,,,,,,,,,0.2861353754997253,0.1530593484640121,,0.2820265889167785,0.2038690745830536,-0.0508097261190415,0.004108786582946777,-0.3011142590060255,0.6800690879566117,0.0098977327346801,0.2915054559707641,0.1633779257535934,0.19861349207706658,0.2820265889167785,0.2038690745830536,-0.0404911488294602,0.009478867053985596,-0.25446795466028405,0.6787350008299142,0.0081500267982482
base,9,42,A photo from the 1960s,black and white,0.2819910049438476,0.1416343599557876,0.30526804889140935,0.2726594507694244,0.1864503473043441,-0.04481598734855649,0.009331554174423218,-0.30856593368825264,0.7530133185740394,0.0072145509719848,,,,,,,,,,,0.29149329662323,0.148336112499237,,0.2739377021789551,0.1837095916271209,-0.03537347912788388,0.017555594444274902,-0.2759902503588952,0.7345436253758352,0.0098977327346801,0.2886357307434082,0.1501548737287521,0.18265087631611243,0.2739377021789551,0.1837095916271209,-0.03355471789836878,0.014698028564453125,-0.2539522787290011,0.7259864606264365,0.0081500267982482
base,10,1337,A still painting of fruits,grapes,0.3560967743396759,0.2166678011417389,0.0,0.3440667986869812,0.2639861702919006,-0.04731836915016169,0.012029975652694702,-0.23189719199459224,0.5861205275515589,0.0072145509719848,,,,,,,,,,,0.3341505229473114,0.1971210092306137,,0.3400883376598358,0.2667366862297058,-0.0696156769990921,-0.005937814712524414,-0.284829064382816,0.5659517003862778,0.0098977327346801,0.3402981758117676,0.1971273869276046,0.2609663495712612,0.3400883376598358,0.2667366862297058,-0.06960929930210122,0.0002098381519317627,-0.3030273187834161,0.565733303314234,0.0081500267982482
base,10,2025,A still painting of fruits,grapes,0.3086471557617187,0.2087637782096862,0.2173413370296392,0.3317238688468933,0.2489101886749267,-0.040146410465240506,-0.023076713085174616,-0.10378406239974258,0.5241303377179138,0.0072145509719848,,,,,,,,,,,0.3105254173278808,0.2107251137495041,,0.3306903839111328,0.2535074055194855,-0.042782291769981384,-0.02016496658325201,-0.12192114131863852,0.5420816033657283,0.0098977327346801,0.3109294176101684,0.205645203590393,0.1888000148595801,0.3306903839111328,0.2535074055194855,-0.04786220192909246,-0.01976096630096441,-0.1476233303850999,0.538480662180417,0.0081500267982482
base,10,42,A still painting of fruits,grapes,0.3251411914825439,0.2164679318666458,0.14610805383353065,0.3569235503673553,0.2548445463180542,-0.038376614451408386,-0.0317823588848114,-0.06994880852813445,0.4483166653424978,0.0072145509719848,,,,,,,,,,,0.3269678056240082,0.1962338984012603,,0.3516203761100769,0.2593295574188232,-0.0630956590175629,-0.024652570486068726,-0.20610093859842943,0.6098829827011686,0.0098977327346801,0.3260644972324371,0.2166971266269683,0.16439480025411268,0.3516203761100769,0.2593295574188232,-0.042632430791854886,-0.025555878877639826,-0.10414158022162162,0.4504235235821662,0.0081500267982482
base,11,1337,A still painting of fruits,apples,0.3376306891441345,0.2238484323024749,0.13681866991754232,0.3440667986869812,0.2591456472873688,-0.03529721498489388,-0.00643610954284668,-0.12753735569145425,0.6040999196220548,0.0072145509719848,,,,,,,,,,,0.3320141136646271,0.2200163006782531,,0.3400883376598358,0.2599203884601593,-0.03990408778190621,-0.00807422399520874,-0.1426452005626732,0.5764605409794897,0.0098977327346801,0.3341705203056335,0.2206764668226242,0.15098439129776242,0.3400883376598358,0.2599203884601593,-0.039243921637535095,-0.005917817354202326,-0.14612307793951296,0.549954147725666,0.0081500267982482
base,11,2025,A still painting of fruits,apples,0.3412505090236664,0.2246485948562622,0.1357022964333695,0.3317238688468933,0.2654303014278412,-0.04078170657157898,0.009526640176773071,-0.19512807492674605,0.5236105867122428,0.0072145509719848,,,,,,,,,,,0.3421782255172729,0.2261988222599029,,0.3306903839111328,0.2684983611106872,-0.0422995388507843,0.011487841606140081,-0.20557884201501642,0.5151969767202639,0.0098977327346801,0.3248974084854126,0.2151533514261245,0.19867908863164896,0.3306903839111328,0.2684983611106872,-0.05334500968456271,-0.005792975425720215,-0.20381982894270628,0.5192259990274133,0.0081500267982482
base,11,42,A still painting of fruits,apples,0.3042686283588409,0.2135912477970123,0.20449701475473703,0.3569235503673553,0.2651543021202087,-0.05156305432319638,-0.052654922008514404,-0.056636714490561235,0.5407686384515644,0.0072145509719848,,,,,,,,,,,0.3345929384231567,0.2154239118099212,,0.3516203761100769,0.2634268701076507,-0.04800295829772949,-0.01702743768692022,-0.15152989289089053,0.4737002571109122,0.0098977327346801,0.3319813013076782,0.2124149352312088,0.19364742425704573,0.3516203761100769,0.2634268701076507,-0.0510119348764419,-0.01963907480239868,-0.15775997913963058,0.4851608591351238,0.0081500267982482
base,12,1337,A landscape,mountains,0.2968197166919708,0.1969962120056152,0.2521787472739143,0.3021652102470398,0.2455489635467529,-0.048552751541137695,-0.00534549355506897,-0.20246194564408165,0.6161388674447159,0.0072145509719848,,,,,,,,,,,0.3000970482826233,0.2020706534385681,,0.3002388477325439,0.2388997226953506,-0.036829069256782504,-0.00014179944992059879,-0.166953326121249,0.6238692126768628,0.0098977327346801,0.2984187304973602,0.2022048830986023,0.15359933943306514,0.3002388477325439,0.2388997226953506,-0.0366948395967483,-0.0018201172351837158,-0.16068101725583836,0.6206346748758113,0.0081500267982482
base,12,2025,A landscape,mountains,0.3068058490753174,0.2109711766242981,0.1169048911231576,0.3204956352710724,0.239198625087738,-0.028227448463439914,-0.013689786195755005,-0.08191880982246796,0.7104173438185087,0.0072145509719848,,,,,,,,,,,0.3084844946861267,0.2054906189441681,,0.3243195414543152,0.2444832175970077,-0.038992598652839605,-0.015835046768188477,-0.12368797893378891,0.7282688621843303,0.0098977327346801,0.3094845414161682,0.2082331478595733,0.1482722212744555,0.3243195414543152,0.2444832175970077,-0.03625006973743439,-0.014835000038146973,-0.11366662258216331,0.7289443129355055,0.0081500267982482
base,12,42,A landscape,mountains,0.2953970432281494,0.1969811022281646,0.19429601686256803,0.3121028542518616,0.24935382604599,-0.0523727238178254,-0.016705811023712158,-0.18075176065208867,0.6283379875847757,0.0072145509719848,,,,,,,,,,,0.2971532642841339,0.2056084871292114,,0.3163346648216247,0.2448089122772216,-0.0392004251480102,-0.01918140053749079,-0.11195089705937011,0.6285642285278653,0.0098977327346801,0.2958471179008484,0.1989564597606659,0.1872989512106994,0.3163346648216247,0.2448089122772216,-0.0458524525165557,-0.02048754692077631,-0.1404333364894671,0.6267842161381637,0.0081500267982482
base,13,1337,A landscape,trees,0.3023437857627868,0.2085331976413726,0.14817971412237796,0.3021652102470398,0.2090624868869781,-0.0005292892456054965,0.0001785755157470148,-0.00312573542807032,0.747884586062019,0.0072145509719848,,,,,,,,,,,0.2988170385360718,0.1785046160221099,,0.3002388477325439,0.2026941478252411,-0.024189531803131187,-0.0014218091964721125,-0.12233622611889639,0.7417192723031748,0.0098977327346801,0.2997410595417022,0.2036900371313095,0.0,0.3002388477325439,0.2026941478252411,0.0009958893060684204,-0.0004977881908416748,0.006560550857679093,0.7475326724178781,0.0081500267982482
base,13,2025,A landscape,trees,0.3001641631126404,0.2001198828220367,0.012700243351001395,0.3204956352710724,0.2438063323497772,-0.043686449527740506,-0.020331472158432007,-0.13191778272702565,0.778118340861147,0.0072145509719848,,,,,,,,,,,0.3015045523643493,0.1942439675331115,,0.3243195414543152,0.2474741041660308,-0.05323013663291931,-0.022814989089965876,-0.1692459855655698,0.7855527952585128,0.0098977327346801,0.2983545064926147,0.1918915808200836,0.22459935165037226,0.3243195414543152,0.2474741041660308,-0.05558252334594721,-0.025965034961700495,-0.1709276452283781,0.770747488899167,0.0081500267982482
base,13,42,A landscape,trees,0.3043442368507385,0.2212042063474655,0.10615210794314378,0.3121028542518616,0.2260455340147018,-0.0048413276672363,-0.007758617401123047,0.003523219439074854,0.6996362897845825,0.0072145509719848,,,,,,,,,,,0.3030338883399963,0.1927396655082702,,0.3163346648216247,0.2359863817691803,-0.04324671626091009,-0.013300776481628418,-0.1594768148680235,0.6918117923198224,0.0098977327346801,0.2932814359664917,0.1902687400579452,0.1937299998775006,0.3163346648216247,0.2359863817691803,-0.0457176417112351,-0.023053228855133,-0.1396677963705119,0.6783110978926,0.0081500267982482
base,14,1337,A room with furniture,window,0.2796621322631836,0.1930917501449585,0.18176740243501555,0.2857287526130676,0.2172855883836746,-0.024193838238716098,-0.006066620349884033,-0.09658585847061552,0.6781912530901465,0.0072145509719848,,,,,,,,,,,0.2908705472946167,0.1687234789133072,,0.287922203540802,0.2113637030124664,-0.04264022409915921,0.0029483437538146973,-0.2355059707560206,0.6283386449030331,0.0098977327346801,0.2840227484703064,0.1812154501676559,0.1426368502023848,0.287922203540802,0.2113637030124664,-0.030148252844810514,-0.0038994550704956055,-0.14025698347734633,0.6630481736084172,0.0081500267982482
base,14,2025,A room with furniture,window,0.2762738466262817,0.1862775087356567,0.11868733334658732,0.2814376354217529,0.1975305080413818,-0.011252999305725098,-0.005163788795471191,-0.04013695232722925,0.7108353324863244,0.0072145509719848,,,,,,,,,,,0.2784183323383331,0.1713927835226059,,0.2785970568656921,0.1912526488304138,-0.019859865307807895,-0.0001787245273590088,-0.10899509493714143,0.6866633631600091,0.0098977327346801,0.2722702026367187,0.1816591620445251,0.05016132767078885,0.2785970568656921,0.1912526488304138,-0.0095934867858887,-0.006326854228973389,-0.02849140266975797,0.6744743177850026,0.0081500267982482
base,14,42,A room with furniture,window,0.2971169054508209,0.1897562444210052,0.007824228414925027,0.3036713600158691,0.2278378456830978,-0.03808160126209262,-0.006554454565048162,-0.16107265852569996,0.7548319052907524,0.0072145509719848,,,,,,,,,,,0.2919501066207886,0.1858626008033752,,0.2989287674427032,0.2121249586343765,-0.02626235783100131,-0.006978660821914617,-0.10854485792323487,0.73031372389358,0.0098977327346801,0.2967240214347839,0.1904809772968292,0.10203410987979666,0.2989287674427032,0.2121249586343765,-0.021643981337547302,-0.0022047460079193115,-0.10021986189141513,0.7364434162105902,0.0081500267982482
